mmsi,dataset,label,count
247096450,Test,Trawler,1
247096470,Test,Trawler,1
247096930,Test,Trawler,1
247097280,Training,Trawler,1
247098900,Test,Cargo/Tanker,1
247099210,Test,Trawler,1
247099280,Test,Trawler,1
247099330,Training,Purse seine,4
247099360,Training,Trawler,1
247099420,Test,Trawler,1
247099790,Training,Trawler,1
247099810,Test,Trawler,1
247099820,Training,Trawler,1
247099830,Training,Trawler,1
247100020,Test,Trawler,1
247100040,Test,Trawler,1
247100050,Training,Purse seine,4
247100070,Training,Trawler,1
247100080,Test,Trawler,1
247100110,Training,Purse seine,4
247100190,Training,Trawler,1
247100250,Training,Trawler,1
247100260,Training,Trawler,1
247100270,Training,Trawler,1
247100290,Training,Trawler,1
247100320,Training,Trawler,1
247100350,Training,Trawler,1
247100360,Test,Trawler,1
247100390,Test,Trawler,1
247100410,Training,Purse seine,4
247100420,Training,Trawler,1
247100430,Training,Trawler,1
247100440,Training,Trawler,1
247100450,Test,Trawler,1
247100480,Training,Trawler,1
247100490,Test,Trawler,1
247100510,Training,Trawler,1
247100520,Test,Trawler,1
247100530,Training,Trawler,1
247100540,Test,Trawler,1
247100570,Test,Trawler,1
247100580,Training,Trawler,1
247100590,Test,Trawler,1
247100640,Training,Trawler,1
247100680,Training,Trawler,1
247100690,Training,Trawler,1
247100710,Training,Trawler,1
247100740,Training,Trawler,1
247100770,Training,Purse seine,4
247100780,Training,Trawler,1
247100790,Training,Trawler,1
247100910,Training,Trawler,1
247100920,Test,Trawler,1
247100960,Training,Purse seine,4
247101020,Training,Trawler,1
247101050,Training,Trawler,1
247101120,Training,Trawler,1
247101140,Training,Trawler,1
247101170,Training,Trawler,1
247101230,Training,Trawler,1
247101250,Training,Trawler,1
247101270,Test,Trawler,1
247101310,Training,Trawler,1
247101320,Test,Trawler,1
247101330,Test,Trawler,1
247101340,Test,Trawler,1
247101370,Training,Trawler,1
247101430,Training,Trawler,1
247101490,Training,Trawler,1
247101510,Training,Trawler,1
247101520,Test,Trawler,1
247101540,Test,Trawler,1
247101590,Test,Trawler,1
247101610,Training,Trawler,1
247101630,Test,Trawler,1
247102020,Training,Trawler,1
247102070,Training,Trawler,1
247102180,Training,Trawler,1
247102190,Training,Trawler,1
247102210,Test,Trawler,1
247102240,Training,Trawler,1
247102330,Training,Purse seine,4
247102380,Training,Trawler,1
247102410,Training,Trawler,1
247102490,Training,Trawler,1
247102560,Training,Trawler,1
247102720,Test,Trawler,1
247102730,Test,Trawler,1
247102750,Training,Trawler,1
247102810,Test,Trawler,1
247102850,Training,Trawler,1
247103040,Test,Trawler,1
247103130,Training,Trawler,1
247103430,Test,Trawler,1
247103560,Test,Longliner,3
247103690,Training,Purse seine,4
247103750,Test,Trawler,1
247104160,Training,Trawler,1
247104260,Test,Trawler,1
247108400,Test,Purse seine,4
247110060,Training,Purse seine,4
247110080,Training,Purse seine,4
247110120,Training,Purse seine,4
247110130,Test,Purse seine,4
247110160,Test,Purse seine,4
247110170,Test,Trawler,1
247110330,Training,Trawler,1
247110380,Test,Trawler,1
247110430,Test,Trawler,1
247110440,Test,Purse seine,4
247110550,Training,Purse seine,4
247110810,Test,Trawler,1
247110830,Test,Trawler,1
247110880,Training,Trawler,1
247110970,Test,Trawler,1
247110980,Training,Purse seine,4
247111020,Test,Trawler,1
247111260,Test,Purse seine,4
247111480,Test,Trawler,1
247111680,Training,Purse seine,4
247111950,Training,Trawler,1
247112110,Training,Trawler,1
247112500,Test,Passenger,14
247113010,Training,Trawler,1
247113090,Training,Trawler,1
247113150,Test,Trawler,1
247113290,Test,Trawler,1
247113390,Test,Trawler,1
247113670,Training,Trawler,1
247113720,Training,Trawler,1
247113730,Test,Purse seine,4
247113940,Training,Trawler,1
247113950,Training,Purse seine,4
247113970,Training,Trawler,1
247114000,Training,Passenger,14
247114040,Test,Trawler,1
247114150,Training,Trawler,1
247114610,Training,Trawler,1
247118040,Training,Purse seine,4
247118400,Training,Trawler,1
247118500,Training,Trawler,1
247118900,Training,Cargo/Tanker,1
247119090,Training,Trawler,1
247119740,Test,Trawler,1
247120170,Training,Trawler,1
247120230,Training,Trawler,1
247120240,Training,Trawler,1
247120430,Training,Trawler,1
247120440,Test,Trawler,1
247120470,Training,Trawler,1
247120490,Training,Trawler,1
247120500,Training,Trawler,1
247120520,Training,Trawler,1
247120550,Training,Trawler,1
247120560,Training,Trawler,1
247120602,Test,Trawler,1
247120640,Training,Trawler,1
247120670,Training,Trawler,1
247120760,Test,Purse seine,3
247120850,Training,Trawler,1
247120860,Test,Trawler,1
247120870,Test,Trawler,1
247120910,Test,Trawler,1
247120960,Test,Trawler,1
247120970,Test,Trawler,1
247120980,Training,Trawler,1
247121010,Test,Trawler,1
247121020,Training,Trawler,1
247121080,Training,Trawler,1
247121090,Test,Trawler,1
247121110,Training,Trawler,1
247121120,Training,Trawler,1
247121150,Test,Trawler,1
247121160,Test,Trawler,1
247121180,Training,Trawler,1
247121190,Training,Trawler,1
247121210,Test,Trawler,1
247121220,Training,Trawler,1
247121240,Training,Trawler,1
247121250,Training,Trawler,1
247121260,Training,Trawler,1
247121270,Test,Trawler,1
247121280,Test,Trawler,1
247121290,Test,Trawler,1
247121310,Training,Trawler,1
247121370,Training,Trawler,1
247121420,Training,Trawler,1
247121440,Training,Trawler,1
247121530,Training,Trawler,1
247121540,Test,Trawler,1
247121590,Test,Trawler,1
247121620,Training,Trawler,1
247121660,Test,Trawler,1
247121680,Training,Trawler,1
247121710,Test,Trawler,1
247121730,Test,Trawler,1
247121790,Test,Trawler,1
247121820,Test,Trawler,1
247121850,Test,Trawler,1
247121920,Test,Trawler,1
247121970,Training,Trawler,1
247122020,Test,Trawler,1
247122030,Training,Trawler,1
247122040,Training,Trawler,1
247122080,Test,Trawler,1
247122090,Test,Trawler,1
247122110,Training,Trawler,1
247122130,Test,Trawler,1
247122150,Training,Trawler,1
247122180,Training,Trawler,1
247122190,Training,Trawler,1
247122210,Training,Trawler,1
247122220,Training,Trawler,1
247122240,Training,Trawler,1
247122310,Test,Trawler,1
247122320,Training,Trawler,1
247122330,Training,Trawler,1
247122340,Test,Trawler,1
247122350,Training,Trawler,1
247122360,Training,Trawler,1
247122430,Training,Trawler,1
247122450,Training,Trawler,1
247122460,Training,Trawler,1
247122490,Training,Trawler,1
247122510,Test,Trawler,1
247122640,Test,Trawler,1
247122670,Test,Trawler,1
247122850,Test,Trawler,1
247123020,Test,Trawler,1
247123060,Test,Trawler,1
247123070,Training,Trawler,1
247123150,Test,Trawler,1
247123160,Test,Trawler,1
247123290,Test,Trawler,1
247123530,Test,Trawler,1
247123630,Training,Trawler,1
247123650,Test,Trawler,1
247123680,Test,Trawler,1
247123710,Test,Trawler,1
247123860,Test,Trawler,1
247123880,Test,Trawler,1
247123920,Test,Trawler,1
247123930,Training,Trawler,1
247123970,Training,Trawler,1
247124220,Training,Trawler,1
247124390,Training,Trawler,1
247124510,Training,Trawler,1
247124540,Test,Trawler,1
247124560,Test,Trawler,1
247124610,Training,Trawler,1
247124710,Training,Trawler,1
247124830,Training,Trawler,1
247125050,Training,Trawler,1
247125260,Test,Purse seine,4
247125340,Training,Trawler,1
247125380,Test,Trawler,1
247125580,Training,Trawler,1
247125620,Training,Trawler,1
247125640,Test,Trawler,1
247125650,Training,Trawler,1
247125680,Training,Trawler,1
247125730,Training,Trawler,1
247126260,Training,Trawler,1
247126690,Test,Trawler,1
247126820,Test,Trawler,1
247126890,Training,Trawler,1
247127120,Training,Trawler,1
247127390,Test,Trawler,1
247127450,Training,Trawler,1
247127890,Test,Trawler,1
247128370,Test,Trawler,1
247129960,Test,Trawler,1
247130010,Training,Trawler,1
247130060,Training,Trawler,1
247130230,Training,Trawler,1
247130250,Training,Trawler,1
247130290,Training,Trawler,1
247130320,Training,Trawler,1
247130410,Training,Purse seine,4
247130630,Training,Purse seine,4
247130650,Test,Purse seine,3
247130710,Training,Trawler,1
247130750,Test,Trawler,1
247130760,Training,Trawler,1
247130830,Test,Purse seine,4
247130850,Test,Trawler,1
247130860,Training,Trawler,1
247131080,Training,Trawler,1
247131090,Test,Trawler,1
247131130,Training,Trawler,1
247131160,Training,Trawler,1
247131310,Training,Purse seine,4
247131320,Training,Trawler,1
247131370,Training,Trawler,1
247131440,Test,Trawler,1
247131490,Training,Purse seine,4
247131580,Test,Trawler,1
247131610,Test,Trawler,1
247131670,Training,Trawler,1
247131770,Training,Trawler,1
247131980,Training,Trawler,1
247132010,Training,Trawler,1
247132020,Test,Trawler,1
247132480,Training,Trawler,1
247132540,Training,Purse seine,4
247132680,Test,Trawler,1
247132750,Test,Trawler,1
247133170,Test,Trawler,1
247133470,Test,Trawler,1
247133520,Training,Trawler,1
247133620,Test,Trawler,1
247134010,Training,Trawler,1
247139500,Training,Trawler,1
247140040,Training,Purse seine,4
247140080,Training,Purse seine,4
247140110,Training,Longliner,3
247140160,Training,Trawler,1
247140170,Training,Trawler,1
247140180,Test,Trawler,1
247140190,Training,Trawler,1
247140210,Test,Trawler,1
247140220,Test,Trawler,1
247140240,Test,Trawler,1
247140280,Test,Trawler,1
247140330,Training,Trawler,1
247140340,Test,Trawler,1
247140370,Training,Trawler,1
247140410,Training,Trawler,1
247140420,Training,Trawler,1
247140450,Test,Trawler,1
247140460,Test,Trawler,1
247140520,Test,Longliner,4
247140560,Test,Purse seine,4
247140580,Training,Purse seine,4
247140610,Training,Trawler,1
247140710,Training,Trawler,1
247140750,Training,Trawler,1
247140790,Training,Trawler,1
247140830,Training,Trawler,1
247140840,Test,Trawler,1
247140850,Training,Trawler,1
247140880,Training,Trawler,1
247140920,Training,Trawler,1
247140930,Test,Trawler,1
247140990,Training,Trawler,1
247141010,Training,Trawler,1
247141020,Test,Trawler,1
247141040,Training,Longliner,3
247141130,Training,Trawler,1
247141160,Test,Trawler,1
247141200,Training,Trawler,1
247141230,Training,Trawler,1
247141250,Training,Trawler,1
247141290,Test,Trawler,1
247141310,Training,Trawler,1
247141350,Test,Trawler,1
247141360,Test,Trawler,1
247141390,Training,Trawler,1
247141410,Test,Trawler,1
247141490,Test,Purse seine,4
247141610,Training,Trawler,1
247141630,Training,Purse seine,4
247141660,Test,Purse seine,4
247141730,Test,Trawler,1
247141810,Test,Trawler,1
247141850,Training,Purse seine,4
247141870,Test,Trawler,1
247141890,Training,Trawler,1
247141940,Training,Trawler,1
247141960,Test,Trawler,1
247142020,Test,Trawler,1
247142050,Test,Trawler,1
247142070,Test,Trawler,1
247142080,Training,Trawler,1
247142090,Test,Trawler,1
247142170,Training,Trawler,1
247142180,Test,Purse seine,4
247142250,Training,Trawler,1
247142280,Test,Trawler,1
247142290,Training,Trawler,1
247142340,Training,Trawler,1
247142430,Training,Trawler,1
247142440,Test,Trawler,1
247142450,Training,Trawler,1
247142460,Training,Trawler,1
247142510,Test,Trawler,1
247142580,Training,Trawler,1
247142730,Training,Trawler,1
247142750,Test,Trawler,1
247142770,Training,Trawler,1
247142780,Test,Trawler,1
247142790,Training,Trawler,1
247142820,Test,Trawler,1
247142830,Test,Trawler,1
247142840,Test,Trawler,1
247142860,Test,Trawler,1
247142880,Test,Trawler,1
247142920,Test,Trawler,1
247142940,Training,Trawler,1
247142960,Training,Trawler,1
247142970,Training,Trawler,1
247142990,Test,Trawler,1
247143070,Training,Trawler,1
247143080,Training,Trawler,1
247143120,Test,Trawler,1
247143140,Training,Trawler,1
247143150,Test,Trawler,1
247143160,Test,Trawler,1
247143230,Training,Purse seine,4
247143330,Training,Trawler,1
247143370,Training,Trawler,1
247143410,Test,Trawler,1
247143430,Training,Trawler,1
247143470,Training,Trawler,1
247143540,Test,Trawler,1
247143580,Training,Trawler,1
247143620,Training,Trawler,1
247143660,Test,Trawler,1
247143690,Training,Trawler,1
247143760,Test,Purse seine,3
247143780,Training,Trawler,1
247143820,Training,Trawler,1
247143830,Test,Trawler,1
247143860,Test,Trawler,1
247143930,Training,Trawler,1
247144080,Training,Trawler,1
247144090,Training,Trawler,1
247144110,Training,Trawler,1
247144120,Test,Trawler,1
247144150,Training,Trawler,1
247144220,Test,Trawler,1
247144230,Test,Trawler,1
247144240,Training,Trawler,1
247144270,Test,Purse seine,4
247144310,Training,Trawler,1
247144390,Training,Trawler,1
247144420,Training,Purse seine,4
247144430,Test,Trawler,1
247144490,Training,Trawler,1
247144560,Training,Trawler,1
247144640,Training,Trawler,1
247144650,Training,Trawler,1
247144660,Training,Trawler,1
247144750,Training,Trawler,1
247144870,Training,Purse seine,4
247144880,Test,Trawler,1
247144890,Training,Purse seine,3
247144910,Test,Purse seine,4
247145020,Training,Trawler,1
247145030,Training,Trawler,1
247145080,Training,Trawler,1
247145170,Test,Trawler,1
247145190,Training,Trawler,1
247145270,Test,Trawler,1
247145290,Training,Trawler,1
247145370,Test,Trawler,1
247145460,Test,Trawler,1
247145470,Test,Trawler,1
247145510,Training,Trawler,1
247145580,Training,Trawler,1
247145650,Training,Trawler,1
247145660,Training,Trawler,1
247145710,Test,Trawler,1
247145720,Training,Trawler,1
247145750,Training,Trawler,1
247145790,Training,Trawler,1
247145820,Training,Trawler,1
247145850,Test,Purse seine,4
247145870,Training,Trawler,1
247146010,Test,Trawler,1
247146020,Training,Purse seine,4
247146110,Training,Trawler,1
247146120,Test,Trawler,1
247146140,Training,Trawler,1
247146190,Training,Purse seine,4
247146220,Training,Trawler,1
247146230,Training,Trawler,1
247146240,Training,Trawler,1
247146270,Training,Trawler,1
247146320,Training,Purse seine,4
247146410,Training,Trawler,1
247146440,Training,Trawler,1
247146450,Training,Trawler,1
247146550,Training,Trawler,1
247146590,Training,Trawler,1
247146610,Training,Trawler,1
247146630,Test,Longliner,3
247146640,Test,Purse seine,4
247146650,Training,Purse seine,4
247146750,Training,Trawler,1
247146770,Training,Trawler,1
247146890,Training,Trawler,1
247146910,Training,Trawler,1
247146920,Training,Trawler,1
247146950,Test,Trawler,1
247146970,Training,Trawler,1
247147040,Training,Trawler,1
247147080,Test,Trawler,1
247147090,Test,Trawler,1
247147190,Training,Trawler,1
247147230,Test,Trawler,1
247147280,Test,Trawler,1
247147290,Test,Trawler,1
247147310,Training,Trawler,1
247147320,Test,Trawler,1
247147350,Training,Purse seine,4
247147370,Training,Trawler,1
247147390,Test,Trawler,1
247147420,Test,Trawler,1
247147450,Test,Trawler,1
247147460,Test,Trawler,1
247147480,Training,Trawler,1
247147510,Training,Trawler,1
247147560,Training,Trawler,1
247147570,Training,Trawler,1
247147590,Training,Trawler,1
247147630,Test,Trawler,1
247147660,Training,Trawler,1
247147720,Training,Trawler,1
247147730,Training,Trawler,1
247147750,Test,Trawler,1
247147780,Test,Trawler,1
247147880,Test,Trawler,1
247147950,Test,Trawler,1
247148110,Training,Trawler,1
247148120,Test,Trawler,1
247148150,Test,Purse seine,4
247148210,Test,Trawler,1
247148370,Training,Trawler,1
247148620,Training,Trawler,1
247148660,Test,Trawler,1
247148880,Training,Trawler,1
247148950,Training,Trawler,1
247149020,Training,Trawler,1
247149150,Test,Trawler,1
247149160,Test,Trawler,1
247149190,Test,Trawler,1
247149250,Training,Trawler,1
247149280,Training,Trawler,1
247149410,Training,Trawler,1
247149480,Test,Trawler,1
247149490,Test,Trawler,1
247149630,Test,Trawler,1
247149660,Test,Trawler,1
247149670,Test,Trawler,1
247149790,Test,Trawler,1
247149810,Test,Trawler,1
247149860,Training,Purse seine,4
247149950,Training,Trawler,1
247149980,Test,Trawler,1
247150040,Training,Trawler,1
247150050,Training,Trawler,1
247150160,Training,Trawler,1
247150170,Test,Trawler,1
247150210,Training,Longliner,4
247150870,Training,Trawler,1
247150930,Training,Purse seine,4
247150980,Training,Trawler,1
247150990,Test,Trawler,1
247151010,Training,Trawler,1
247151030,Test,Trawler,1
247151060,Training,Trawler,1
247151080,Test,Trawler,1
247151110,Test,Trawler,1
247151150,Training,Trawler,1
247151160,Training,Trawler,1
247151280,Training,Trawler,1
247151290,Training,Trawler,1
247151310,Training,Trawler,1
247151671,Test,Trawler,1
247151690,Training,Trawler,1
247151730,Training,Trawler,1
247151920,Test,Longliner,4
247151930,Training,Longliner,3
247151940,Training,Trawler,1
247151950,Test,Trawler,1
247151980,Training,Longliner,4
247151990,Training,Longliner,3
247152010,Training,Trawler,1
247152020,Training,Trawler,1
247152130,Training,Trawler,1
247152140,Training,Trawler,1
247152210,Training,Purse seine,4
247152250,Test,Longliner,3
247152290,Training,Trawler,1
247152310,Training,Trawler,1
247152510,Test,Trawler,1
247152810,Training,Trawler,1
247153630,Training,Trawler,1
247154230,Test,Trawler,1
247154490,Training,Longliner,4
247155040,Training,Trawler,1
247155180,Training,Trawler,1
247155210,Test,Purse seine,4
247155630,Test,Trawler,1
247156090,Training,Trawler,1
247156780,Training,Trawler,1
247157100,Test,Cargo/Tanker,2
247157300,Training,Cargo/Tanker,1
247158340,Training,Passenger,15
247158700,Test,Trawler,1
247164900,Training,Cargo/Tanker,1
247169200,Test,Passenger,14
247185500,Training,Trawler,1
247188100,Training,Cargo/Tanker,1
247190800,Test,Cargo/Tanker,1
247202490,Test,Trawler,1
247202650,Test,Trawler,1
247206900,Test,Cargo/Tanker,2
247211300,Test,Passenger,15
247220040,Test,Purse seine,4
247220050,Test,Purse seine,3
247220130,Test,Trawler,1
247220290,Test,Trawler,1
247220620,Training,Purse seine,3
247227900,Training,Cargo/Tanker,1
247228800,Training,Trawler,1
247239700,Training,Cargo/Tanker,1
247239900,Test,Purse seine,4
247240100,Training,Cargo/Tanker,1
247250120,Test,Purse seine,3
247250760,Test,Trawler,1
247252970,Training,Trawler,1
247255060,Training,Trawler,1
247257400,Test,Cargo/Tanker,1
247270900,Test,Cargo/Tanker,1
247272700,Test,Cargo/Tanker,1
247280280,Training,Trawler,1
247280590,Training,Trawler,1
247280790,Training,Trawler,1
247280830,Training,Purse seine,4
247280940,Training,Trawler,1
247281240,Test,Trawler,1
247281250,Training,Trawler,1
247281420,Training,Trawler,1
247281540,Training,Trawler,1
247283200,Training,Cargo/Tanker,1
247284200,Training,Cargo/Tanker,2
247286500,Training,Cargo/Tanker,1
247287200,Test,Cargo/Tanker,1
247289600,Test,Cargo/Tanker,1
247300030,Test,Purse seine,4
247300040,Training,Purse seine,3
247300080,Training,Trawler,1
247300110,Training,Trawler,1
247300170,Training,Trawler,1
247300180,Training,Longliner,4
247300220,Training,Trawler,1
247300240,Test,Trawler,1
247300290,Training,Trawler,1
247300340,Test,Trawler,1
247300350,Training,Trawler,1
247300430,Test,Trawler,1
247300480,Training,Trawler,1
247300570,Test,Trawler,1
247300760,Test,Trawler,1
247300850,Training,Longliner,4
247300910,Training,Purse seine,4
247300930,Training,Trawler,1
247300940,Training,Trawler,1
247300990,Test,Trawler,1
247301080,Training,Trawler,1
247301090,Training,Trawler,1
247301120,Training,Purse seine,4
247301460,Test,Trawler,1
247301700,Test,Trawler,1
247302190,Training,Trawler,1
247302220,Test,Trawler,1
247302320,Training,Purse seine,4
247302330,Training,Purse seine,4
247302360,Training,Trawler,1
247302370,Training,Trawler,1
247302380,Training,Trawler,1
247302510,Training,Trawler,1
247302520,Training,Trawler,1
247302670,Training,Trawler,1
247302720,Test,Purse seine,4
247303180,Test,Purse seine,4
247303280,Training,Trawler,1
247303340,Training,Trawler,1
247303390,Training,Trawler,1
247304200,Test,Cargo/Tanker,2
247304290,Training,Trawler,1
247304660,Test,Trawler,1
247304770,Training,Trawler,1
247304930,Test,Trawler,1
247304980,Training,Trawler,1
247305070,Test,Trawler,1
247305470,Test,Trawler,1
247305480,Test,Purse seine,4
247305540,Training,Trawler,1
247305830,Training,Trawler,1
247305840,Test,Trawler,1
247305860,Training,Trawler,1
247306490,Training,Trawler,1
247306520,Test,Trawler,1
247306530,Test,Trawler,1
247306970,Training,Purse seine,4
247307130,Test,Trawler,1
247308420,Test,Trawler,1
247308540,Training,Trawler,1
247309110,Test,Trawler,1
247311200,Test,Cargo/Tanker,1
247312400,Training,Cargo/Tanker,2
247318300,Test,Cargo/Tanker,1
247320490,Training,Passenger,14
247323600,Training,Passenger,14
247354400,Training,Purse seine,4
247590000,Training,Cargo/Tanker,2
248000540,Test,Trawler,1
248040000,Training,Trawler,1
248043000,Test,Cargo/Tanker,1
248087000,Training,Cargo/Tanker,1
248127000,Training,Cargo/Tanker,1
248171000,Training,Cargo/Tanker,1
248223000,Test,Cargo/Tanker,1
248225000,Test,Cargo/Tanker,1
248264000,Test,Cargo/Tanker,2
248265000,Training,Cargo/Tanker,1
248299000,Test,Cargo/Tanker,1
248552000,Training,Cargo/Tanker,1
248565000,Training,Cargo/Tanker,1
248571000,Training,Cargo/Tanker,1
248639000,Training,Cargo/Tanker,1
248671000,Training,Cargo/Tanker,2
248775000,Training,Cargo/Tanker,1
248791000,Test,Cargo/Tanker,1
248811000,Test,Cargo/Tanker,1
248825000,Training,Cargo/Tanker,1
248827000,Training,Cargo/Tanker,1
248852000,Training,Cargo/Tanker,1
248909000,Test,Cargo/Tanker,1
248950000,Test,Cargo/Tanker,1
248954000,Training,Cargo/Tanker,1
248990000,Training,Cargo/Tanker,1
249049000,Test,Cargo/Tanker,1
249193000,Training,Cargo/Tanker,1
249327000,Training,Cargo/Tanker,2
249357000,Training,Cargo/Tanker,1
249375000,Training,Cargo/Tanker,1
249425000,Training,Cargo/Tanker,2
249458000,Training,Cargo/Tanker,1
249465000,Training,Cargo/Tanker,1
249486000,Training,Tug/Pilot/Supply,14
249546000,Test,Cargo/Tanker,1
249598000,Test,Cargo/Tanker,1
249677000,Training,Cargo/Tanker,1
249761000,Test,Cargo/Tanker,1
249778000,Test,Cargo/Tanker,1
249779000,Test,Cargo/Tanker,1
249803000,Test,Cargo/Tanker,1
249812000,Training,Cargo/Tanker,1
249816000,Training,Passenger,14
249904000,Test,Cargo/Tanker,1
249909000,Training,Cargo/Tanker,1
249929000,Training,Cargo/Tanker,1
250000054,Training,Trawler,1
250000092,Training,Trawler,1
250000096,Training,Trawler,1
250000097,Test,Purse seine,4
250000141,Training,Trawler,1
250000199,Test,Trawler,1
250000216,Test,Trawler,1
250000283,Test,Trawler,1
250000309,Test,Trawler,1
250000322,Training,Trawler,1
250000399,Test,Trawler,1
250000433,Test,Trawler,1
250000465,Training,Trawler,1
250000466,Training,Trawler,1
250000527,Test,Trawler,1
250000528,Training,Trawler,1
250000546,Training,Trawler,1
250000557,Training,Trawler,1
250000594,Test,Trawler,1
250000626,Training,Trawler,1
250000633,Test,Trawler,1
250000699,Test,Trawler,1
250000775,Test,Pots and traps,33
250000854,Test,Trawler,1
250000884,Test,Trawler,1
250000885,Test,Trawler,1
250000887,Test,Trawler,1
250000897,Training,Trawler,1
250000954,Test,Pots and traps,32
250000957,Training,Trawler,1
250000958,Training,Trawler,1
250001093,Test,Trawler,1
250001121,Test,Trawler,1
250001143,Test,Trawler,1
250001151,Training,Trawler,1
250001166,Training,Trawler,1
250001269,Test,Trawler,1
250001293,Training,Trawler,1
250001339,Training,Trawler,1
250001421,Test,Trawler,1
250001597,Training,Trawler,1
250001656,Test,Trawler,1
250001769,Test,Trawler,1
250001911,Training,Trawler,1
250002023,Training,Trawler,1
250002036,Test,Trawler,1
250002264,Training,Trawler,1
250002268,Test,Pots and traps,33
250002378,Training,Trawler,1
250002424,Test,Trawler,1
250002427,Training,Trawler,1
250002435,Training,Trawler,1
250002464,Training,Trawler,1
250002465,Training,Trawler,1
250002475,Test,Trawler,1
250002504,Training,Trawler,1
250002516,Training,Trawler,1
250002562,Training,Trawler,1
250002688,Training,Cargo/Tanker,1
250002704,Training,Trawler,1
250002714,Test,Trawler,1
250002855,Training,Trawler,1
250002882,Test,Pots and traps,32
250002896,Test,Trawler,1
250002992,Training,Trawler,1
250003013,Test,Trawler,1
250003127,Training,Trawler,1
250003137,Test,Trawler,1
250003201,Training,Trawler,1
250003397,Test,Trawler,1
250003404,Training,Trawler,1
250003406,Test,Trawler,1
250003407,Training,Trawler,1
250036000,Training,Trawler,1
250098000,Training,Tug/Pilot/Supply,13
250101700,Test,Trawler,1
250101800,Training,Trawler,1
250101900,Training,Trawler,1
250102600,Training,Trawler,1
250102660,Training,Trawler,1
250102700,Test,Trawler,1
250102800,Test,Trawler,1
250102900,Training,Trawler,1
250103600,Training,Trawler,1
250103700,Test,Trawler,1
250104600,Test,Trawler,1
250104640,Training,Trawler,1
250104700,Training,Trawler,1
250104850,Test,Pots and traps,33
250104890,Test,Purse seine,4
250104900,Training,Trawler,1
250105600,Test,Trawler,1
250105700,Training,Trawler,1
250105800,Training,Purse seine,4
250106400,Test,Trawler,1
250106440,Training,Tug/Pilot/Supply,14
250106580,Test,Trawler,1
250106800,Test,Trawler,1
250107700,Training,Trawler,1
250115460,Training,Trawler,1
250116400,Training,Trawler,1
250117400,Training,Trawler,1
250122460,Test,Trawler,1
250126460,Training,Trawler,1
250136400,Training,Trawler,1
250142400,Test,Trawler,1
250165000,Test,Trawler,1
250177000,Training,Trawler,1
250184000,Test,Purse seine,4
250186000,Training,Trawler,1
250190000,Test,Trawler,1
250191000,Test,Cargo/Tanker,1
250230000,Test,Trawler,1
250240000,Test,Trawler,1
250261000,Test,Trawler,1
250262000,Training,Trawler,1
250264000,Test,Trawler,1
250267000,Training,Trawler,1
250269000,Training,Trawler,1
250273000,Training,Purse seine,4
250350000,Training,Trawler,1
250365000,Training,Trawler,1
250369000,Training,Trawler,1
250370000,Test,Trawler,1
250390000,Test,Trawler,1
250397000,Test,Trawler,1
250428000,Test,Trawler,1
250429000,Test,Trawler,1
250440000,Training,Trawler,1
250444000,Training,Trawler,1
250470000,Test,Trawler,1
250493000,Training,Trawler,1
250494000,Test,Trawler,1
250495000,Test,Trawler,1
250512000,Test,Trawler,1
250513000,Training,Trawler,1
251019110,Training,Trawler,1
251025110,Test,Trawler,1
251031110,Training,Trawler,1
251045000,Test,Trawler,1
251049110,Training,Trawler,1
251063000,Test,Trawler,1
251092000,Training,Trawler,1
251129000,Training,Trawler,1
251143110,Training,Trawler,1
251160110,Training,Longliner,3
251211110,Training,Longliner,3
251230110,Test,Purse seine,4
251240110,Training,Trawler,1
251391000,Test,Purse seine,4
251449110,Test,Cargo/Tanker,1
251519000,Training,Trawler,1
251531110,Training,Longliner,4
251537110,Training,Longliner,4
251547110,Test,Tug/Pilot/Supply,14
251759110,Training,Tug/Pilot/Supply,13
251802110,Training,Longliner,4
253023000,Training,Cargo/Tanker,1
253031000,Test,Cargo/Tanker,1
253034000,Test,Cargo/Tanker,1
253220000,Training,Passenger,14
253242232,Test,Cargo/Tanker,1
253242276,Training,Cargo/Tanker,2
253242302,Training,Cargo/Tanker,1
253242428,Test,Cargo/Tanker,1
253318000,Training,Cargo/Tanker,1
253396000,Training,Cargo/Tanker,1
253416000,Training,Cargo/Tanker,1
253417000,Test,Cargo/Tanker,1
253437000,Training,Cargo/Tanker,1
253449000,Training,Cargo/Tanker,1
255401370,Test,Purse seine,4
255401690,Training,Longliner,4
255402890,Training,Longliner,4
255501000,Training,Longliner,3
255714000,Test,Cargo/Tanker,1
255786000,Training,Cargo/Tanker,1
255801580,Training,Cargo/Tanker,1
255801670,Training,Cargo/Tanker,1
255802650,Test,Cargo/Tanker,1
255803990,Training,Cargo/Tanker,1
255804740,Training,Cargo/Tanker,1
255805558,Test,Cargo/Tanker,1
255805571,Training,Cargo/Tanker,1
255805604,Training,Cargo/Tanker,1
255817000,Training,Cargo/Tanker,1
256000325,Test,Trawler,1
256000655,Test,Trawler,1
256022000,Test,Cargo/Tanker,1
256054000,Training,Cargo/Tanker,1
256164000,Test,Cargo/Tanker,1
256175000,Test,Cargo/Tanker,1
256232000,Training,Cargo/Tanker,1
256462000,Training,Cargo/Tanker,1
256495000,Test,Cargo/Tanker,1
256590000,Test,Cargo/Tanker,2
