mmsi,shiptype,valid_from,valid_to,shipname,geartype,flag,callsign,imo,tonnage,length,national_id,rfmo_id,rank_name,notes,clav_VRMFID,clav_DateUpdated,clav_TUVI,clav_FlagCode,clav_ParentVesselTypeCode,clav_ParentVesselType,clav_VesselTypeCode,clav_GearTypeCode,clav_LengthTypeCode,clav_TonnageTypeCode,clav_PreviousName,clav_PreviousNameDate,clav_PreviousFlagCode,clav_PreviousFlagCodeDate,clav_AutStatus,clav_DateAutStart,clav_DateAutEnd,clav_DateAutTerm,clav_AutTermCode,clav_AutTermDescription,clav_AutTermReason,clav_URLID
224022910,Tuna longliners,1/14/2012 17:26:17,9/8/2015 15:35:30,HERDUSA PRIMERO,Drifting longlines,Spain,EGQR,,265,31,3-VI-59817,4553,CCSBT,,896,00:00.0,433,ESP,LO,Liners,LLT,LLD,UNK,GRT,,,,,Authorized,12/31/2008 8:00:00,12/30/2020 8:00:00,,,,,6486
224913000,Tuna longliners,4/8/2012 3:05:50,12/31/2015 20:57:09,LLAVE DE BURELA,Drifting longlines,Spain,EBRP,,537.7,43,3-VI-519-00,4556,CCSBT,,899,00:00.0,709,ESP,LO,Liners,LLT,LLD,UNK,GRT,,,,,Authorized,12/31/2008 8:00:00,12/30/2020 8:00:00,,,,,6489
312590000,Purse seiners,12/6/2013 21:36:02,12/30/2015 9:19:47,TXORI BERRI,Purse seines,Belize,V3UO9,9006033,1707.69,81,11321838,AT000BLZ00049,ICCAT,,33480,50:33.0,2047,BLZ,SO,Seiners,SP,PS,LOA,GRT,TXORI BERRI,12/31/2005 18:00:00,ESP,12/31/2005 15:00:00,Authorized,3/22/2015 18:00:00,3/21/2016 18:00:00,,,,,26715
416833000,Longliners,6/27/2014 5:10:09,12/24/2015 2:33:45,CHANG LI NO. 1,Longlines (not specified),"Taiwan, Republic of China",BH3293,,425,53.15,CT6-1293,8593,IATTC,,6078,00:00.0,5738,TWN,LO,Liners,LL,LL,LOA,GRT,,,,,Authorized,,,,,,,
247100520,Trawlers,6/25/2012 10:58:19,12/22/2015 12:38:54,FANTE DI PICCHE,Bottom trawls,Italy,IFLU,,96,25,ITA000024851,ATEU0ITA00204,ICCAT,,10747,43:55.0,8706,ITA,TO,Trawlers,TO,TB,LOA,GT,Beem - 10,4/9/2008 4:29:00,LAO,12/30/2005 15:00:00,Expired,12/31/2005 15:00:00,12/30/2014 15:00:00,,,,,1013
431613000,Tuna longliners,12/29/2012 8:41:00,12/15/2015 13:16:08,KINEI MARU NO.88,Drifting longlines,Japan,JMVA,,379,49.2,IT1-313,1328,WCPFC,,20174,26:53.0,598,JPN,LO,Liners,LLT,LLD,RGL,GRT,,,,,Authorized,7/30/2012 15:00:00,7/29/2017 15:00:00,,,,,
440963000,Longliners,1/1/2012 8:59:01,12/31/2015 21:25:45,CHUNG YONG NO. 71,Longlines (not specified),"Korea, Republic of",6NKO,,300,49.91,9412027-6210001,8117,IATTC,,5901,00:00.0,175,KOR,LO,Liners,LL,LL,LOA,GRT,ANYANG NO. 52,2/20/2011 3:00:00,,,Authorized,,,,,,,
413462010,Longliners,6/19/2015 12:30:53,12/31/2015 21:22:56,Guang Shun No. 6,Longlines (not specified),China,BZWY44,,432,40.01,YUE2007No.YD000025,8183,IATTC,,5931,00:00.0,409,CHN,LO,Liners,LL,LL,LOA,GT,GUANG SHUN NO. 6,2/21/2011 3:00:00,KOR,2/19/2011 15:00:00,Authorized,,,,,,,
440224000,Longliners,12/5/2013 12:53:40,12/30/2015 11:01:55,NO.1 EVER RICH,Drifting longlines,"Korea, Republic of",DTB06,7705180,536,43.54,9612006-6260002,IOTC000710,IOTC,,11889,34:13.0,309,KOR,LO,Liners,LL,LLD,LOA,GT,,,,,Authorized,7/5/2014 15:00:00,7/4/2019 15:00:00,,,,,76533
440624000,Tuna longliners,1/1/2012 9:07:38,9/15/2015 13:27:47,NO.808 DONGWON,Drifting longlines,"Korea, Republic of",HLWQ,8619273,408,49.91,9510069-6260003,2128,WCPFC,,20897,08:19.0,267,KOR,LO,Liners,LLT,LLD,LOA,GT,,,,,Authorized,8/28/2014 8:00:00,8/27/2019 8:00:00,,,,,
576420000,Fish carriers,1/1/2012 5:06:46,12/11/2015 22:01:16,VICTORIA,Gear not known or not specified,Vanuatu,YJQE9,,2717,91.48,1929,IOTC008452,IOTC,,36884,39:57.0,23978,VUT,FO,Fish carriers,FO,UNK,LOA,GRT,,,PAN,7/2/2008 15:00:00,Authorized,3/22/2010 15:00:00,,,,,,23310
431678000,Fish carriers,1/7/2012 0:42:46,12/20/2015 19:04:33,TAISEI MARU NO.24,Gear not known or not specified,Japan,JILE,,4992,116.7,134374,IOTC008466,IOTC,,36898,50:34.0,26786,JPN,FO,Fish carriers,FO,UNK,LOA,GT,,,,,Authorized,6/30/2008 15:00:00,,,,,,14879
352844000,Fish carriers,1/3/2012 16:47:04,12/28/2015 14:00:21,JACHA,,Panama,3EFC4,8512920,3264,92.21,15349-86-I,9449,WCPFC,,40885,42:38.0,35500,PAN,FO,Fish carriers,FO,,LOA,GRT,NUEVA CONSTRUCCION,6/16/2014 15:00:00,,,Authorized,6/18/2014 8:00:00,3/5/2016 8:00:00,,,,,
440220000,Fish carriers,3/28/2014 1:45:47,12/31/2015 23:00:21,ORION NO. 1,,"Korea, Republic of",D7NA,,2604,94,JJR-141013,11005,WCPFC,,41873,16:18.0,23992,KOR,FO,Fish carriers,FO,,LOA,GRT,ORION,3/24/2014 15:00:00,JPN,3/24/2014 15:00:00,Authorized,3/25/2014 15:00:00,3/25/2016 15:00:00,,,,,
224288000,Longliners,4/14/2012 7:45:10,12/31/2015 19:36:48,RAMSES DOUS,Longlines (not specified),Spain,EAOK,,,30,VI-T-14-97,8889,IATTC,,6171,00:00.0,1483,ESP,LO,Liners,LL,LL,LOA,,,,,,Authorized,,,,,,,
224011990,Longliners,7/23/2012 6:04:58,12/30/2015 8:45:11,GALIANA SEGUNDO,Handline and pole-lines (hand operated),Spain,ECDJ,8741105,268,31,ESP000025709,ATEU0ESP00502,ICCAT,,9934,27:52.0,8182,ESP,LO,Liners,LL,LHP,LOA,GT,,,,,Authorized,12/31/2005 18:00:00,12/30/2015 18:00:00,,,,,323
577106000,Fish carriers,8/25/2012 2:45:41,12/31/2015 19:53:21,HARIMA 2,Gear not known or not specified,Vanuatu,YJTB3,9133317,4490,120.75,2170,AT000VUT00037,ICCAT,,1000021,24:09.0,23973,VUT,FO,Fish carriers,FO,NK,LOA,GRT,HARIMA-2,4/7/2015 8:00:20,VUT,12/31/2005 15:00:00,Unauthorized,12/31/2005 18:00:00,1/23/2015 18:00:00,4/7/2015 8:00:20,2,Expiration of authorization,Explicit CLAV 'DROP' request,4555
338150531,Longliners,7/14/2013 3:03:19,11/11/2015 8:39:07,SARAH BETH,Longlines (not specified),United States of America,WDE6672,,45,20,608322,AT000USA00559,ICCAT,,32764,56:39.0,30648,USA,LO,Liners,LL,LL,LOA,GRT,,,,,Expired,4/6/2014 15:00:00,3/30/2015 15:00:00,,,,,4783
529607000,Fish carriers,5/11/2013 2:07:04,9/30/2015 22:20:14,HAN XING,,Panama,3FYT4,9586332,1998,80.68,47542-PEXT,9910,WCPFC,,41040,17:34.0,35655,PAN,FO,Fish carriers,FO,,LOA,GRT,ZHE PU LENG YUN 5,10/14/2015 0:17:34,KIR,6/25/2014 15:00:00,Authorized,8/23/2015 8:00:00,8/23/2016 8:00:00,,,,,
413011000,Longliners,7/20/2014 5:39:51,12/20/2015 11:21:38,Jing Yuan 903,Longlines (not specified),China,BZZT3,,523,48.6,YG020K030031,9437,IATTC,,6363,00:00.0,520,CHN,LO,Liners,LL,LL,LOA,GT,JING YUAN 903,2/21/2011 3:00:00,,,Authorized,,,,,,,
432306000,Longliners,1/1/2012 2:18:06,12/30/2015 10:26:28,TAIWA MARU No. 78,Longlines (not specified),Japan,JNKR,9250593,438,50.6,KO1-978,AT000JPN00413,ICCAT,,7072,29:06.0,1230,JPN,LO,Liners,LL,LL,LOA,GRT,TAIWA MARU NO. 78,7/31/2007 17:00:00,,,Authorized,7/31/2012 17:00:00,7/30/2017 17:00:00,,,,,3051
224016000,Tuna longliners,1/3/2012 5:36:58,12/31/2015 11:15:18,CELTIC BAY,Drifting longlines,Spain,EACH,,394,35,3-VI-52-97,4542,CCSBT,,885,00:00.0,97,ESP,LO,Liners,LLT,LLD,UNK,GRT,,,,,Authorized,12/31/2008 8:00:00,12/30/2020 8:00:00,,,,,6476
224473000,Purse seiners,6/30/2013 14:10:32,12/13/2015 23:01:10,MATXIKORTA,Purse seines,Spain,EGOR,7385473,1000,56.1,ESP000010036,ATEU0ESP00210,ICCAT,,9697,10:03.0,1819,ESP,SO,Seiners,SP,PS,LOA,GT,,,,,Authorized,12/31/2005 18:00:00,12/30/2015 18:00:00,,,,,1864
224012870,Trawlers,5/21/2012 12:25:09,2/12/2015 20:35:18,RAFAEL,Bottom trawls,Spain,EGZC,9011791,180.33,25.12,ESP000021897,ATEU0ESP00343,ICCAT,,9808,27:49.0,8110,ESP,TO,Trawlers,TO,TB,LOA,GT,,,,,Authorized,12/31/2005 18:00:00,12/30/2015 18:00:00,,,,,1727
224016530,Longliners,9/9/2012 23:24:00,12/31/2015 23:16:37,FRANIVAN,Drifting longlines,Spain,EA6754,,171,27.3,ESP000022405,IOTC000229,IOTC,,11599,12:43.0,1449,ESP,LO,Liners,LL,LLD,LOA,GT,,,,,Authorized,12/31/2014 15:00:00,12/30/2015 15:00:00,,,,,77897
224094520,Longliners,10/5/2012 9:10:44,12/31/2015 22:16:38,SUSO,Drifting longlines,Spain,EHBT,,209,26.3,ESP000021768,IOTC000315,IOTC,,11655,12:53.0,1211,ESP,LO,Liners,LL,LLD,LOA,GT,,,,,Authorized,12/31/2014 15:00:00,12/30/2015 15:00:00,,,,,77943
263415290,Longliners,7/29/2012 23:35:25,12/31/2015 20:44:57,NOVO RUIVO,Drifting longlines,Portugal,CUIA6,8734671,481,35,PRT000023043,IOTC003638,IOTC,,13198,32:55.0,825,PRT,LO,Liners,LL,LLD,LOA,GT,,,,,Authorized,1/9/2014 15:00:00,12/30/2020 15:00:00,,,,,62378
576638000,Longliners,8/25/2015 7:54:28,12/31/2015 19:35:18,LONGBOW NO.7,Drifting longlines,Vanuatu,YJRT7,,499,46.5,1289,IOTC003682,IOTC,,13235,04:47.0,713,VUT,LO,Liners,LL,LLD,LOA,GT,,,,,Unauthorized,8/13/2015 15:00:00,,8/14/2015 5:04:47,2,Expiration of authorization,Explicit CLAV 'DROP' request,83672
512400000,Trawlers,1/5/2012 15:28:15,12/18/2015 22:09:05,OCEAN DAWN,Other trawls (not specified),New Zealand,ZMSL,,1899,60.47,63345,5634,CCSBT,,1537,57:28.0,20735,NZL,TO,Trawlers,TO,TX,LOA,GRT,,,CHL,9/11/2011 15:00:00,Authorized,12/30/2014 15:00:00,12/29/2015 15:00:00,,,,,15681
431701010,Tuna longliners,10/7/2014 11:10:06,12/31/2015 2:11:48,SHOSHIN MARU NO.38,Drifting longlines,Japan,JMZB,,439,49.32,AM1-636,173,WCPFC,,20531,26:09.0,1150,JPN,LO,Liners,LLT,LLD,RGL,GRT,,,,,Authorized,7/31/2012 8:00:00,7/30/2017 8:00:00,,,,,
440770000,Tuna longliners,1/1/2012 9:16:40,12/14/2015 2:29:22,NO.90 AGNES,Handline and pole-lines (hand operated),"Korea, Republic of",6LZM,,414,49.9,9504057-6210000,AT000KOR00051,ICCAT,,7212,00:00.0,9,KOR,LO,Liners,LLT,LHP,LOA,GRT,NO. 90 DOO AN,1/26/2006 18:00:00,,,Expired,1/27/2006 18:00:00,1/26/2011 18:00:00,,,,,2998
351238000,Motherships,2/20/2012 22:27:52,12/30/2015 11:23:26,ASTRAEA 102,Gear not known or not specified,Panama,HO2419,9263021,952,58,29190-03-B,AT000PAN00050,ICCAT,,7920,29:53.0,21608,PAN,HO,Motherships,HO,NK,LOA,GRT,,,HND,1/7/2011 15:00:00,Authorized,1/8/2011 18:00:00,7/15/2016 17:00:00,,,,,5989
273854000,Trawlers,1/22/2012 9:30:36,12/31/2015 23:56:24,MAIRONIS,Midwater trawls,Lithuania,LYAO,8607359,7765,120.47,LTU000000360,ATEU0LTU00010,ICCAT,,1000197,00:09.0,37688,LTU,TO,Trawlers,TO,TM,LOA,GT,,,,,Authorized,3/9/2015 18:00:00,12/30/2015 18:00:00,,,,,36095
224052370,Longliners,2/13/2012 2:20:23,12/28/2015 13:13:33,MANUEL ALBA,Drifting longlines,Spain,EASW,,286,30,ESP000023953,IOTC000251,IOTC,,11613,12:45.0,1472,ESP,LO,Liners,LL,LLD,LOA,GT,,,,,Authorized,12/31/2014 15:00:00,12/30/2015 15:00:00,,,,,77907
440517000,Tuna longliners,1/1/2012 1:44:03,12/28/2015 5:51:53,PANALOX 503,Drifting longlines,"Korea, Republic of",DTAU4,8916372,427,49.47,9812002-6260002,2199,WCPFC,,20970,59:39.0,935,KOR,LO,Liners,LLT,LLD,LOA,GT,,,,,Authorized,12/21/2013 8:00:00,12/20/2018 8:00:00,,,,,
416199700,Longliners,9/4/2014 3:58:11,12/25/2015 11:52:23,WOEN DAR NO.168,Longlines (not specified),"Taiwan, Republic of China",BJ4933,,99,29.88,CT4-2933,5395,WCPFC,,24066,32:56.0,15051,TWN,LO,Liners,LL,LL,LOA,GT,WOEN DAR No.168,5/31/2014 20:01:18,,,Authorized,11/21/2011 8:00:00,11/20/2016 8:00:00,,,,,
224123370,Unknown,4/15/2013 17:44:45,12/30/2015 15:33:08,PERLA DE PALAMOS,Gear not known or not specified,Spain,EA2935,,77.08,22.5,ESP000026013,ATEU0ESP03409,ICCAT,,33101,17:45.0,30985,ESP,UNK,Unknown,UNK,UNK,LOA,GT,MARANT,5/12/2014 15:00:00,,,Authorized,5/12/2014 17:00:00,5/12/2016 17:00:00,,,,,24027
250444000,Trawlers,3/11/2012 13:16:38,12/21/2015 16:16:59,AMADEUS,Bottom trawls,Ireland,EI6213,,153,22.5,FRA000788027,ATEU0IRL00103,ICCAT,,33294,33:27.0,31177,IRL,TO,Trawlers,TO,TB,LOA,GT,,,,,Authorized,5/31/2012 15:00:00,12/30/2020 15:00:00,,,,,24852
665111120,Pole and Line vessels,3/26/2014 11:41:08,12/19/2015 9:51:06,Extractor,Hooks and lines (not specified),Saint Helena,ZHHH,,62,22,708453,AT000SHN00001,ICCAT,,33574,28:06.0,31457,SHN,LO,Liners,LP,LX,LOA,GT,,,,,Expired,5/21/2014 15:00:00,3/30/2015 15:00:00,,,,,27608
366993790,Trollers,3/12/2012 3:42:03,12/31/2015 23:53:04,KATHLEEN K,,United States of America,WAR4210,,148,73.3,914710,4220,WCPFC,,37536,59:41.0,3917,USA,LO,Liners,LT,,RGL,GRT,,,,,Unauthorized,7/14/2004 15:00:00,7/13/2009 15:00:00,5/31/2014 19:59:41,2,Expiration of authorization,Explicit CLAV 'DROP' request,
224782000,Purse seiners,12/13/2013 11:55:26,12/1/2015 5:02:02,ALBACORA UNO,Purse seines,Spain,EAMB,,2000,105,VIGO 3A 5-1-96,3862,IATTC,,4517,00:00.0,1424,ESP,SO,Seiners,SP,PS,LOA,GRT,,,,,Authorized,,,,,,,
259131000,Longliners,1/31/2012 8:55:09,12/31/2015 23:51:56,M/S Skulebas,Drifting longlines,Norway,LFXK,7368695,386,34.35,LFXK,AT000NOR00003,ICCAT,,1000632,44:11.0,38282,NOR,LO,Liners,LL,LLD,LOA,GRT,R��yrbuen,7/1/2015 8:44:11,,,Expired,7/31/2015 17:00:00,9/30/2015 17:00:00,,,,,36211
440992000,Longliners,1/1/2012 0:00:46,12/31/2015 23:03:56,ATUN TRES,Drifting longlines,"Korea, Republic of",DTAC5,,408,49.61,9512030-6260004,IOTC000429,IOTC,,11737,41:55.0,36,KOR,LO,Liners,LL,LLD,LOA,GT,,,,,Unauthorized,3/29/2015 15:00:00,,3/30/2015 7:41:55,2,Expiration of authorization,Explicit CLAV 'DROP' request,78285
412500245,Longliners,9/13/2015 0:31:43,12/31/2015 22:56:07,GUI YUAN YU 60006,Gear not known or not specified,China,BZWZ36,8656219,228,33.78,FT-100001(2011),10121,WCPFC,,19844,07:11.0,21143,CHN,LO,Liners,LL,UNK,RGL,GT,Gui Yuan Yu 60006,5/31/2014 21:14:40,,,Authorized,3/31/2013 8:00:00,3/30/2016 8:00:00,,,,,
431700210,Tuna longliners,1/2/2012 15:49:33,2/28/2015 9:55:22,SHOFUKU MARU NO.78,Drifting longlines,Japan,JQRJ,,395,49.2,MG1-1908,1338,WCPFC,,20183,57:14.0,1137,JPN,LO,Liners,LLT,LLD,RGL,GRT,,,,,Unauthorized,7/31/2012 8:00:00,7/30/2017 8:00:00,7/17/2015 0:57:14,2,Expiration of authorization,Explicit CLAV 'DROP' request,
416001745,Tuna longliners,12/6/2012 23:47:39,10/3/2015 8:25:54,SHIUH JAAN HORNG,Longlines (not specified),"Taiwan, Republic of China",BK7261,,43.53,20.3,CT3-5261,2925,WCPFC,,21673,59:30.0,13456,TWN,LO,Liners,LLT,LL,LOA,GT,,,,,Authorized,10/21/2012 8:00:00,10/20/2017 8:00:00,,,,,
416228600,Tuna longliners,11/27/2015 7:45:42,12/31/2015 6:54:35,HONG RONG,Longlines (not specified),"Taiwan, Republic of China",BJ5011,,95,23.9,CT4-3011,4501,WCPFC,,23235,03:08.0,14454,TWN,LO,Liners,LLT,LL,LOA,GT,HONG RONG?,8/7/2015 23:27:31,,,Authorized,9/5/2013 8:00:00,9/4/2018 8:00:00,,,,,
432549000,Tuna purse seiners,5/17/2014 5:01:54,12/31/2015 21:36:22,OTOSHIRO MARU NO.31,Gear not known or not specified,Japan,7JBH,,1338,62.1,ME1- 829,5195,WCPFC,,23856,56:33.0,14916,JPN,SO,Seiners,SPT,UNK,RGL,GRT,OTOSHIRO MARU No.31,5/31/2014 20:01:03,,,Authorized,7/31/2012 8:00:00,7/30/2017 8:00:00,,,,,
224717000,Purse seiners,4/21/2015 7:05:51,9/24/2015 9:18:02,CAMPOLIBRE ALAI,Purse seines,Spain,EHVA,8719334,2214,69.61,ESP000015928,ATEU0ESP00070,ICCAT,,9588,09:53.0,71,ESP,SO,Seiners,SP,PS,LOA,GT,,,,,Authorized,12/31/2005 18:00:00,12/30/2015 18:00:00,,,,,1905
227563000,Longliners,4/30/2012 17:35:38,12/22/2015 8:36:15,MARIAL,Longlines (not specified),France,FHVA,,124.75,20.4,FRA000425281,ATEU0FRA00161,ICCAT,,10224,49:18.0,19832,FRA,LO,Liners,LL,LL,LOA,GT,,,,,Authorized,12/31/2014 18:00:00,12/30/2015 18:00:00,,,,,3706
249000860,Non-fishing vessels nei,4/9/2013 13:34:32,12/31/2015 22:28:20,Lorenzo,Gear not known or not specified,Malta,9H5120,,62.65,21.4,MLT00MFA0030,ATEU0MLT00014,ICCAT,,11332,01:29.0,19905,MLT,VOX,Non-fishing vessels nei,VOX,NK,LOA,GT,LORENZO,12/31/2009 18:00:00,,,Authorized,12/31/2014 18:00:00,12/30/2015 18:00:00,,,,,5515
224153130,Longliners,1/4/2012 10:08:25,12/31/2015 23:07:09,SIEMPRE BELLA VISTA,Drifting longlines,Spain,EAPI,,206,28.5,ESP000023561,IOTC014003,IOTC,,19691,13:03.0,8135,ESP,LO,Liners,LL,LLD,LOA,GT,,,,,Authorized,12/31/2014 15:00:00,12/30/2015 15:00:00,,,,,77996
416000977,Tuna longliners,2/22/2014 1:24:16,12/5/2015 0:26:28,WANN FA CHERNG NO.11,Longlines (not specified),"Taiwan, Republic of China",BK7503,,25.48,17.65,CT3-5503,3023,WCPFC,,21774,09:09.0,13549,TWN,LO,Liners,LLT,LL,LOA,GT,,,,,Authorized,3/10/2015 8:00:00,3/9/2020 8:00:00,,,,,
416000251,Tuna longliners,8/1/2012 23:14:10,11/3/2015 4:38:49,YEUN DER TSAIR,Gear not known or not specified,"Taiwan, Republic of China",BJ4635,,64.93,24.56,CT4-2635,3732,WCPFC,,22495,16:23.0,14206,TWN,LO,Liners,LLT,UNK,LOA,GT,,,,,Authorized,4/12/2015 8:00:00,4/11/2019 8:00:00,,,,,
416174900,Longliners,9/19/2014 10:00:13,11/22/2015 10:32:34,CHUN I 218,Longlines (not specified),"Taiwan, Republic of China",BI2196,8746959,712.68,54.2,CT7-0196,5880,CCSBT,,25754,00:00.0,182,TWN,LO,Liners,LL,LL,LOA,GRT,,,,,Unauthorized,3/31/2014 8:00:00,9/29/2015 9:00:00,9/29/2015 9:00:00,2,Expiration of authorization,Explicit CLAV 'DROP' request,15075
431702230,Longliners,3/26/2012 2:46:31,12/9/2015 2:32:54,SEIFUKU MARU 68,Longlines (not specified),Japan,JRQF,9036765,379,49.39,1022,262,CCSBT,,26671,00:00.0,1060,JPN,LO,Liners,LL,LL,REG,GRT,68 SEIFUKU MARU,4/29/2006 15:00:00,,,Authorized,3/31/2015 8:00:00,3/30/2016 8:00:00,,,,,15995
416004583,Longliners,5/23/2013 2:03:54,7/7/2015 23:16:58,YI SHENG WANG NO.1,,"Taiwan, Republic of China",BJ5113,,99.76,23.9,CT4-3113,10655,WCPFC,,41541,49:43.0,36156,TWN,LO,Liners,LL,,LOA,GT,,,,,Authorized,6/3/2014 8:00:00,6/2/2019 8:00:00,,,,,
440646000,Longliners,1/1/2012 10:58:48,12/31/2015 22:57:09,No.803 DongWon,Longlines (not specified),"Korea, Republic of",HLLS,8610631,383,47.21,9510059-6260005,AT000KOR00110,ICCAT,,7264,00:17.0,266,KOR,LO,Liners,LL,LL,LOA,GRT,No.803DongWon,10/9/2013 4:23:49,,,Authorized,3/27/2014 18:00:00,3/26/2019 18:00:00,,,,,2842
367074460,Pole and Line vessels,8/17/2012 2:33:02,12/7/2015 20:37:38,NASHIRA,Handline and pole-lines (hand operated),United States of America,WDC7643,,155,26.14,553032,AT000USA00791,ICCAT,,8857,39:57.0,7478,USA,LO,Liners,LP,LHP,LOA,GRT,,,,,Unauthorized,11/28/2011 15:00:00,12/30/2012 15:00:00,10/6/2014 8:39:57,2,Expiration of authorization,Explicit CLAV 'DROP' request,6909
247096440,Longliners,3/4/2013 18:17:55,12/24/2015 11:02:01,ARCOBALENO,Longlines (not specified),Italy,IFXA,,111,23.9,ITA000025255,ATEU0ITA08435,ICCAT,,11256,28:24.0,20090,ITA,LO,Liners,LL,LL,LOA,GT,,,,,Authorized,12/31/2014 15:00:00,12/30/2015 15:00:00,,,,,18725
664541000,Longliners,7/9/2015 2:39:30,12/31/2015 22:06:54,Indian Star,Drifting longlines,Seychelles,S7SI,9202297,525,55.75,50133,IOTC000654,IOTC,,11855,33:12.0,9177,SYC,LO,Liners,LL,LLD,LOA,GT,Hsin Hua No.103,12/30/2013 15:00:00,GNQ,12/30/2010 15:00:00,Authorized,12/31/2014 15:00:00,12/30/2015 15:00:00,,,,,76054
412320026,Tuna longliners,7/17/2015 8:56:37,12/31/2015 10:49:43,ZHONG SHUI 710,Drifting longlines,China,BZZR9,8628999,199,33.76,(LU)CHUANDENG(JI)(2012)FT-100028,9597,WCPFC,,25390,04:52.0,16048,CHN,LO,Liners,LLT,LLD,RGL,GT,,,,,Authorized,3/30/2013 8:00:00,3/30/2016 8:00:00,,,,,
224108000,Longliners,7/8/2012 15:52:21,10/5/2015 15:05:31,Minchos Noveno,Longlines (not specified),Spain,EBXJ,,201,35.1,VI-5-15-DT,8833,IATTC,,31703,00:00.0,8028,ESP,LO,Liners,LL,LL,LOA,GT,,,,,Unauthorized,,8/24/2005 2:00:00,8/24/2005 2:00:00,2,Expiration of authorization,Explicit CLAV 'DROP' request,
224066530,Unknown,6/7/2013 14:04:57,12/30/2015 7:08:44,ES NIELL,Gear not known or not specified,Spain,EA5529,,70.61,21.5,ESP000025380,ATEU0ESP03416,ICCAT,,33104,17:44.0,30988,ESP,UNK,Unknown,UNK,UNK,LOA,GT,,,,,Expired,7/12/2012 17:00:00,7/12/2015 17:00:00,,,,,24034
432503000,Longliners,1/3/2012 20:17:33,12/30/2015 0:21:07,RYOAN MARU No. 15,Longlines (not specified),Japan,7JAM,9333723,439,50.6,MG1-2015,AT000JPN00565,ICCAT,,7158,29:06.0,1006,JPN,LO,Liners,LL,LL,LOA,GRT,RYOAN MARU NO. 15,7/31/2007 17:00:00,,,Authorized,7/31/2012 17:00:00,7/30/2017 17:00:00,,,,,3461
271072607,Dredgers,10/16/2012 20:00:43,12/22/2015 11:15:59,BAYRAM KARADUMAN,Boat dredges,Turkey,TC3271,,22,24,TUR001528776,AT000TUR00126,ICCAT,,8368,21:48.0,6993,TUR,DO,Dredgers,DO,DRB,LOA,GT,RIZA TERZIOGLU,3/22/2013 6:21:56,,,Authorized,8/31/2012 15:00:00,8/25/2016 15:00:00,,,,,2515
247070600,Trawlers,3/2/2013 20:56:57,2/23/2015 5:46:04,GIUSEPPE,Bottom trawls,Italy,IZEG,,365,35.6,ITA000025672,ATEU0ITA00284,ICCAT,,10802,43:56.0,8761,ITA,TO,Trawlers,TO,TB,LOA,GT,,,BLZ,12/30/2005 15:00:00,Expired,12/31/2005 15:00:00,12/30/2014 15:00:00,,,,,1080
431500990,Tuna longliners,4/1/2015 3:18:25,12/31/2015 23:04:28,TAKATOYO MARU NO.38,Drifting longlines,Japan,JEZR,,434,48.19,KO1-818,215,WCPFC,,20919,58:11.0,1241,JPN,LO,Liners,LLT,LLD,RGL,GRT,,,,,Authorized,7/30/2012 15:00:00,7/29/2017 15:00:00,,,,,
412691540,Tuna longliners,7/27/2015 8:25:18,12/31/2015 23:32:49,HU YU 913,Drifting longlines,China,BIWC,8648963,157,24.75,(HU)CHUANDENG(JI)(2013)FT-100005,9045,WCPFC,,25030,50:41.0,15798,CHN,LO,Liners,LLT,LLD,LOA,GT,Hu Yu 913,5/31/2014 21:14:12,,,Authorized,3/31/2013 8:00:00,3/30/2016 8:00:00,,,,,
367575760,Trollers,6/2/2013 6:15:19,12/31/2015 21:09:26,Loui M,Trolling lines,United States of America,WDG8272,,83,17.67,1246619,15865,IATTC,,30569,00:00.0,26544,USA,LO,Liners,LT,LTL,LOA,GT,,,,,Authorized,,,,,,,
256000217,Non-fishing vessels nei,4/12/2013 19:25:49,12/19/2015 9:09:00,Nicesca,Gear not known or not specified,Malta,9H8832,,33,21.4,MLT000000608,ATEU0MLT00140,ICCAT,,32913,48:07.0,30797,MLT,VOX,Non-fishing vessels nei,VOX,NK,LOA,GT,NICESCA,4/11/2013 4:53:57,,,Expired,4/30/2013 15:00:00,7/30/2015 15:00:00,,,,,7261
238281140,Purse seiners,7/2/2013 19:17:20,12/11/2015 1:40:16,RIBAR,Purse seines,Croatia,9AA2125,8939403,122,26.9,2568,ATEU0HRV00042,ICCAT,,33682,45:29.0,31564,HRV,SO,Seiners,SP,PS,LOA,GT,RIBAR,9/10/1998 15:00:00,HRV,9/10/1998 15:00:00,Unauthorized,9/10/1998 15:00:00,12/30/2013 15:00:00,5/7/2013 2:45:29,2,Expiration of authorization,Explicit CLAV 'DROP' request,3614
224106260,Purse seiners,2/7/2012 17:24:16,12/16/2015 22:27:58,BERRIZ PATXIKU,Purse seines,Spain,ECES,9099640,287,30.4,ESP000025888,ATEU0ESP00498,ICCAT,,9930,10:00.0,8178,ESP,SO,Seiners,SP,PS,LOA,GT,,,,,Authorized,12/31/2005 18:00:00,12/30/2015 18:00:00,,,,,319
228888000,Trawlers,4/29/2012 21:20:57,12/30/2015 10:29:46,EDEN-ROC II,Bottom trawls,France,FHMY,,103,20.7,FRA000715031,ATEU0FRA00181,ICCAT,,10233,49:15.0,19841,FRA,TO,Trawlers,TO,TB,LOA,GT,,,,,Authorized,12/31/2014 18:00:00,12/30/2015 18:00:00,,,,,3726
